Product Name,Image URL,SKU,Categories,Description_1,Description_2,Description_3,Description_4,Description_5,Description_6,Product_URL
47-00006,https://www.engineeredmarineproducts.com/wp-content/uploads/47-00006.jpg,47-00006MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 22748,"For 1970 Mercury/Mariner 1-cyl, 3.5 Hp outboards. Hub uses key ID: 11.6 mm | OD: 32 mm W: 14.4 mm | 6 blades","also crosses with: Sierra: 18-3012 GLM: 89600, 89595 Mallory: 9-45308",UPC: 840080488295,,https://www.engineeredmarineproducts.com/product/47-00006/
47-00005,https://www.engineeredmarineproducts.com/wp-content/uploads/47-00005.jpg,47-00005MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 89980 | 89980B | 68988,"For 1976-79 Mercury/Mariner 1-cyl, 3.5-4.5 Hp | 2-cyl, 7.5-9.8 Hp outboards. Hub uses key ID: 11 mm | OD: 32 mm W: 14.35 mm | 6 blades",also crosses with: Sierra: 18-3054 GLM: 89800 Mallory: 9-45304,UPC: 840080476384,,https://www.engineeredmarineproducts.com/product/47-00005/
47-00003,https://www.engineeredmarineproducts.com/wp-content/uploads/47-00003.jpg,47-00003MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 89982 | 89982B | 65958 | 56780,"For 1970-85 Mercury/Mariner 2-cyl, 20 Hp outboards. Hub uses key ID: 15.95 mm | OD: 51.2 mm W: 19.05 mm | 6 blades",also crosses with: Sierra: 18-3052 GLM: 89820 Mallory: 9-45311,UPC: 840080485287,,https://www.engineeredmarineproducts.com/product/47-00003/
47-00001,https://www.engineeredmarineproducts.com/wp-content/uploads/47-00001-3.jpg,47-00001MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 89984T4 | 89984B2 | 899844 | 899842 | 89984 | 65960 | 85460 | 30221,"For 1967-2006 Mercury/Mariner 4-cyl, 65-85 Hp | 6-cyl, 90-150 Hp | V6, 135-225 Hp outboard water pumps. Hub uses key 28-23834 ID: 22.3 mm | OD: 60 mm W: 33.8 mm | 6 blades",also crosses with: Sierra: 18-3017 GLM: 89840 Mallory: 9-45306,UPC: 840080479446,,https://www.engineeredmarineproducts.com/product/47-00001-3/
47-00002,https://www.engineeredmarineproducts.com/wp-content/uploads/47-00002.jpg,47-00002MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 89983T | 89983 | 89983B | 65959 | 20268 Suzuki 17461-95201,"For 1980/1982-97 Mercury/Mariner 2-cyl, 35 Hp | 3-cyl, 50-70 Hp | 4-cyl, 40-50 Hp outboards. Hub uses key ID: 19.3 mm | OD: 51.8 mm W: 19 mm | 6 blades","also crosses with: Sierra: 18-3007 GLM: 89830, 89480 Mallory: 9-45300",UPC: 840080420400,,https://www.engineeredmarineproducts.com/product/47-00002/
27-27507,https://www.engineeredmarineproducts.com/wp-content/uploads/27-27507.jpg,27-27507MC,"Gaskets, Mercury Mariner, Engine Gaskets, Seals and Gaskets, Seals and Gaskets",Choke Plate Gasket,OEM : Mercury Replaces: Mercury 672741,"For 1978-90 Mercury/Mariner V6, 135-150 Hp outboard engines.",also crosses with: Sierra: 18-0149,UPC: 840080492070,,https://www.engineeredmarineproducts.com/product/27-27507/
27-01715,https://www.engineeredmarineproducts.com/wp-content/uploads/27-01715.jpg,27-01715MC,"Gasket Sets, Gaskets, Mercury Mariner, Seals and Gaskets, Seals and Gaskets",Premium Rebuild Gasket Set,OEM : Mercury Replaces: Mercury 79583A81,"For 1976-88 Mercury/Mariner V6, 150-175 Hp outboards.",also crosses with: GLM: 39340,UPC: 840080428925,,https://www.engineeredmarineproducts.com/product/27-01715/
27-02872,https://www.engineeredmarineproducts.com/wp-content/uploads/27-02872-2.jpg,27-02872MC,"Gaskets, Mercury Mariner, Seals and Gaskets, Head Gaskets, Seals and Gaskets",Head Gasket,OEM : Mercury Replaces: Mercury 820438,"For 1993-95 Mercury/Mariner 3-cyl, 90 Hp outboards.",also crosses with: Sierra: 18-3855 GLM: 36290 Mallory: 9-63800,UPC: 840080439099,,https://www.engineeredmarineproducts.com/product/27-02872-2/
27-27506,https://www.engineeredmarineproducts.com/wp-content/uploads/27-27506.jpg,27-27506MC,"Gaskets, Mercury Mariner, Gearcase Gaskets, Seals and Gaskets, Seals and Gaskets",Gasket,OEM : Mercury Replaces: Mercury 672751,"For 1986-88 Mercury/Mariner V6, 135-200 Hp outboard engines.",also crosses with: Sierra: 18-0359 GLM: 30740,UPC: 840080473338,,https://www.engineeredmarineproducts.com/product/27-27506/
27-02401,https://www.engineeredmarineproducts.com/wp-content/uploads/27-02401-2.jpg,27-02401MC,"Gaskets, Mercury Mariner, Seals and Gaskets, Water Pump Gaskets, Seals and Gaskets",Water Pump Gasket,OEM : Mercury Replaces: Mercury 8172771,"For 1976-88 Mercury/Mariner 3-cyl, 45-90 Hp | 4-cyl, 100-125 Hp | V6, 200-250 Hp outboards.",also crosses with: Sierra: 18-2566 GLM: 31240 Mallory: 9-60023,UPC: 840080460598,,https://www.engineeredmarineproducts.com/product/27-02401-2/
27-02021,https://www.engineeredmarineproducts.com/wp-content/uploads/27-02021.jpg,27-02021YAM,"Gaskets, Seals and Gaskets, Yamaha, Water Pump Gaskets, Seals and Gaskets",Water Pump Gasket,OEM : Yamaha Replaces: Yamaha 688-44324-A0-00 | 688-44324-00-00,For 1984 & later 2-Stroke & 4-Stroke 40-90 Hp | 40-115 Hp | 90-115 Hp | 200 Hp outboards.,also crosses with: GLM: 38003,UPC: 840080427430,,https://www.engineeredmarineproducts.com/product/27-02021/
27-02018,https://www.engineeredmarineproducts.com/wp-content/uploads/27-02018.jpg,27-02018YAM,"Gaskets, Seals and Gaskets, Yamaha, Water Pump Gaskets, Seals and Gaskets",Water Pump Gasket,OEM : Yamaha Replaces: Yamaha 663-44316-A0-00 | 663-44316-00-00,For various years  48 Hp | 30-55 Hp outboards.,also crosses with: Sierra: 18-99149 GLM: 38010,UPC: 840080439334,,https://www.engineeredmarineproducts.com/product/27-02018/
50-02402,https://www.engineeredmarineproducts.com/wp-content/uploads/50-02402.jpg,50-02402MC,"Electrical, Mercury Mariner, Starters, Electrical",Starter,OEM : Mercury Replaces: Mercury 90983T1,"For 1977 & later Mercury/Mariner 2-cyl, 6-25 Hp outboards. 10 tooth gear.",also crosses with: Sierra: 18-5611 API Marine: MOT3000N ARCO: 5367 Mallory: 9-15022 MES: S2043M,UPC: 840080470801,,https://www.engineeredmarineproducts.com/product/50-02402/
47-47271,https://www.engineeredmarineproducts.com/wp-content/uploads/47-47271.jpg,47-47271MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling, New",Impeller,OEM : Mercury Replaces: Mercury 20813 | 25287,"For before 1960 Mercury/Mariner 2-cyl, 7-40 Hp outboards. Hub uses key ID: 16 mm | OD: 38.5 mm W: 21.8 mm | 6 blades",also crosses with: Sierra: 18-3008,UPC: 840080478975,,https://www.engineeredmarineproducts.com/product/47-47271/
47-47211,https://www.engineeredmarineproducts.com/wp-content/uploads/47-47211.jpg,47-47211MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling, New",Impeller,OEM : Mercury Replaces: Mercury 952892 | 95289 OMC 114812,"For 1991-2006 Mercury/Mariner 1-cyl, 2.2-3.3 Hp outboards. Hub uses key ID: 12 mm | OD: 41 mm W: 14 mm | 6 blades",also crosses with: Sierra: 18-45312 Mallory: 9-45312,UPC: 840080424750,,https://www.engineeredmarineproducts.com/product/47-47211/
47-09200,https://www.engineeredmarineproducts.com/wp-content/uploads/47-09200-2.jpg,47-09200MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 19453T,"For 1991-2007/2009-10 Mercury/Mariner 3-cyl, 55-60 Hp | 4-cyl, 40-80 Hp outboards. Hub uses key ID: 19.25 mm | OD: 78.2 mm W: 25.15 mm | 6 blades",also crosses with: Sierra: 18-8900 GLM: 89615 Mallory: 9-45301,UPC: 840080495354,,https://www.engineeredmarineproducts.com/product/47-09200-2/
47-09126,https://www.engineeredmarineproducts.com/wp-content/uploads/47-09126.jpg,47-09126MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 11590M,"For 1974-86 Mercury/Mariner 2-cyl, 6-8 Hp outboards. Hub uses key ID: 11.9 mm | OD: 40 mm W: 18 mm | 6 blades",also crosses with: Sierra: 18-3066 GLM: 89870 Mallory: 9-45610,UPC: 840080462271,,https://www.engineeredmarineproducts.com/product/47-09126/
47-02173,https://www.engineeredmarineproducts.com/wp-content/uploads/47-02173.jpg,47-02173MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 95611M | 81242M,"For 1985-87/1989-98 Mercury/Mariner 2-cyl, 8-15 Hp outboards. Hub uses key ID: 14mm | OD: 40 mm W: 22 mm | 6 blades",also crosses with: Sierra: 18-3063 GLM: 89618 Mallory: 9-45608,UPC: 840080427720,,https://www.engineeredmarineproducts.com/product/47-02173/
47-03753,https://www.engineeredmarineproducts.com/wp-content/uploads/47-03753-2.jpg,47-03753MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 42038Q02 | 420382 | 420381,"For 1999-2006 Mercury/Mariner 2-cyl, 6-15 Hp outboards. Hub uses key 46-46363 ID: 13 mm | OD: 58.8 mm W: 11.7 mm | 6 blades",also crosses with: Sierra: 18-3062 GLM: 89451 Mallory: 9-45309,UPC: 840080411491,,https://www.engineeredmarineproducts.com/product/47-03753-2/
47-02171,https://www.engineeredmarineproducts.com/wp-content/uploads/47-02171.jpg,47-02171MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 80395M,"For 1977/1979-89 Mercury/Mariner 1-cyl, 2 Hp outboards. Hub uses key ID: 11.5 mm | OD: 47.5 mm W: 13.7 mm | 6 blades",also crosses with: Sierra: 18-3072 GLM: 89850 Mallory: 9-45604,UPC: 840080468525,,https://www.engineeredmarineproducts.com/product/47-02171/
47-02170,https://www.engineeredmarineproducts.com/wp-content/uploads/47-02170.jpg,47-02170MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 161543 | 16154,"For 1987-98 Mercury/Mariner 1-cyl, 2-6 Hp outboards. Hub uses key ID: 10.25mm | OD: 33.6 mm W: 14.2 mm | 6 blades",also crosses with: Sierra: 18-3098 Mallory: 9-45302,UPC: 840080422237,,https://www.engineeredmarineproducts.com/product/47-02170/
27-02017,https://www.engineeredmarineproducts.com/wp-content/uploads/27-02017.jpg,27-02017YAM,"Gaskets, Seals and Gaskets, Yamaha, Water Pump Gaskets, Seals and Gaskets",Water Pump Gasket,OEM : Yamaha Replaces: Yamaha 663-44324-A0-00 | 663-44324-00-00,For various years  48 Hp | 30-55 Hp | 115 Hp | 200 Hp outboards.,also crosses with: Sierra: 18-0294 GLM: 38011,UPC: 840080426747,,https://www.engineeredmarineproducts.com/product/27-02017/
47-02172,https://www.engineeredmarineproducts.com/wp-content/uploads/47-02172.jpg,47-02172MC,"Cooling, Mercury Mariner, Hydra Impellers, Water Pump Components, Cooling",Impeller,OEM : Mercury Replaces: Mercury 96305M,"For 1977-81/1985-89 Mercury/Mariner 1-cyl, 4-5 Hp outboards. Hub uses key ID: 11 mm | OD: 40 mm W: 12.6 mm | 6 blades",also crosses with: Sierra: 18-3073 GLM: 89860 Mallory: 9-45611 Parsun: ASP500325,UPC: 840080411095,,https://www.engineeredmarineproducts.com/product/47-02172/
47-02008,https://www.engineeredmarineproducts.com/wp-content/uploads/47-02008.jpg,47-02008MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 84797M | 81604M,"For 1977/1980-92 Mercury/Mariner 2-cyl, 20-30 Hp outboards. Hub uses key ID: 16.5 mm | OD: 69.5 mm W: 12.72 mm | 6 blades",also crosses with: Sierra: 18-3067 GLM: 89890 Mallory: 9-45600,UPC: 840080447414,,https://www.engineeredmarineproducts.com/product/47-02008/
27-02016,https://www.engineeredmarineproducts.com/wp-content/uploads/27-02016.jpg,27-02016YAM,"Gaskets, Seals and Gaskets, Yamaha, Water Pump Gaskets, Seals and Gaskets",Water Pump Gasket,OEM : Yamaha Replaces: Yamaha 663-44315-A0-00 | 663-44315-00-00,For various years  48 Hp | 30-55 Hp | 115 Hp | 200 Hp outboards.,also crosses with: Sierra: 18-0292 GLM: 38106,UPC: 840080490137,,https://www.engineeredmarineproducts.com/product/27-02016/
47-02007,https://www.engineeredmarineproducts.com/wp-content/uploads/47-02007.jpg,47-02007MC,"Cooling, Mercury Mariner, Water Pump Components, Hydra Impellers, Cooling",Impeller,OEM : Mercury Replaces: Mercury 84027T | 84027M | 96619M,"For 1979/1983-86 Mercury/Mariner 2-cyl, 10-15 Hp outboards. Hub uses key ID: 13 mm | OD: 40 mm W: 22 mm | 6 blades",also crosses with: Sierra: 18-3074 GLM: 89880 Mallory: 9-45605,UPC: 840080441467,,https://www.engineeredmarineproducts.com/product/47-02007/
27-03304,https://www.engineeredmarineproducts.com/wp-content/uploads/27-03304.jpg,,"Gaskets, Carburetor","GASKET, Manifold/Carburetor"," Replaces: Yamaha: 67D-13646-A0, 68D-E3646-A0",4 HP 4-Stroke 2002 & Up,UPC: 840080493664,,,https://www.engineeredmarineproducts.com/product/27-03304/
50-26057,https://www.engineeredmarineproducts.com/wp-content/uploads/50-26057.jpg,,"Electrical, Mercury Mariner, Starters, Electrical, New",Starter,OEM : Mercury Replaces: Mercury 893893 | 79472T2 | 884238T | 794721 | 79472 | 44415 | 77141,"For 1999-2005 Mercury/Mariner V6, 135-200 Hp outboards. 8 tooth gear.",also crosses with: Sierra: 18-5608 API Marine: MOT3008N ARCO: 5380 Mallory: 9-15003 MES: S2068M,UPC: 840080422329,,https://www.engineeredmarineproducts.com/product/50-26057/
50-26060,https://www.engineeredmarineproducts.com/wp-content/uploads/50-26060.jpg,,"Electrical, Mercury Mariner, Starters, Electrical, New",Starter,OEM : Mercury Replaces: Mercury 41583T,"For 1980-89 Mercury/Mariner 2-cyl, 35-40 Hp outboards. 10 tooth gear.",also crosses with: Sierra: 18-6828 ARCO: 5385,UPC: 840080492643,,https://www.engineeredmarineproducts.com/product/50-26060/
50-26051,https://www.engineeredmarineproducts.com/wp-content/uploads/50-26051.jpg,,"Electrical, Mercury Mariner, Starters, Electrical, New",Starter,OEM : Mercury Replaces: Mercury 832997003 | 8329972 | 8329971 | 832997,"For 1997-2005 Mercury/Mariner V6, 175-240 Hp outboards. 8 tooth gear.",also crosses with: Sierra: 18-6282 API Marine: MOT3017N ARCO: 7326 MES: S2053M,UPC: 840080471587,,https://www.engineeredmarineproducts.com/product/50-26051/
50-26050,https://www.engineeredmarineproducts.com/wp-content/uploads/50-26050.jpg,,"Electrical, Mercury Mariner, Starters, Electrical, New",Starter,OEM : Mercury Replaces: Mercury 898265010 | 72467 | 64975 | 57465A1,"For 1973-2005 Mercury/Mariner 4-cyl, 65-85 Hp | 6-cyl, 85-150 Hp | V6, 150-175 Hp outboards. 10 tooth gear.",also crosses with: Sierra: 18-5636 API Marine: MOT3005EN ARCO: 5377 Mallory: 9-15009 MES: S1064M,UPC: 840080406015,,https://www.engineeredmarineproducts.com/product/50-26050/
50-26019,https://www.engineeredmarineproducts.com/wp-content/uploads/50-26019.jpg,,"Electrical, Mercury Mariner, Starters, Electrical, New",Starter,OEM : Mercury Replaces: Mercury 898265009 | 8184455 | 8184453 | 8184452,"For 1993-2000 Mercury/Mariner V6, 225-250 Hp outboards. 8 tooth gear.",also crosses with: Sierra: 18-5620 API Marine: MOT3011N ARCO: 5395 Mallory: 9-15028 MES: S2045M,UPC: 840080454702,,https://www.engineeredmarineproducts.com/product/50-26019/
50-26020,https://www.engineeredmarineproducts.com/wp-content/uploads/50-26020.jpg,50-26020MC,"Electrical, Mercury Mariner, Starters, Electrical",Starter,OEM : Mercury Replaces: Mercury 893890T | 822462T1 | 822462,"For 1994-2010 Mercury/Mariner 2-cyl, 30-40 Hp | 3-cyl, 40-60 Hp outboards. 10 tooth gear.",also crosses with: Sierra: 18-5621 API Marine: MOT3012N ARCO: 5396 Mallory: 9-15016 MES: S2046M,UPC: 840080449784,,https://www.engineeredmarineproducts.com/product/50-26020/
50-26062,https://www.engineeredmarineproducts.com/wp-content/uploads/50-26062.jpg,,"Electrical, Mercury Mariner, Starters, Electrical, New",Starter,OEM : Mercury Replaces: Mercury 898265003,"For 1992-97 Mercury/Mariner 3-cyl, 90-95 Hp | 4-cyl, 115-120 Hp outboards. 9 tooth gear.",also crosses with: Sierra: 18-5618 API Marine: MOT4005N ARCO: 7325 Mallory: 9-15014 MES: S2031M,UPC: 840080484563,,https://www.engineeredmarineproducts.com/product/50-26062/
50-26017,https://www.engineeredmarineproducts.com/wp-content/uploads/50-26017.jpg,,"Electrical, Mercury Mariner, Starters, Electrical, New",Starter,OEM : Mercury Replaces: Mercury 73521T,"For 1976-80/1982-97 Mercury/Mariner 4-cyl, 40-50 Hp outboards. 10 tooth gear.",also crosses with: Sierra: 18-5605 API Marine: MOT3007N ARCO: 5379 Mallory: 9-15025 MES: S2033M,UPC: 840080470122,,https://www.engineeredmarineproducts.com/product/50-26017/
27-03303,https://www.engineeredmarineproducts.com/wp-content/uploads/27-03303.jpg,,"Gaskets, Carburetor","GASKET, Manifold/Carburetor", Replaces: Yamaha: 69M-E3645-A0,2 / 2.5 HP 4-Stroke 2003 & Up,UPC: 840080493657,,,https://www.engineeredmarineproducts.com/product/27-03303/
50-26016,https://www.engineeredmarineproducts.com/wp-content/uploads/50-26016.jpg,,"Electrical, Mercury Mariner, Starters, Electrical, New",Starter,OEM : Mercury Replaces: Mercury 67341,"For 1975-2010 Mercury/Mariner 2-cyl, 35-40 Hp | 3-cyl, 50-90 Hp | 4-cyl, 65-80 Hp | 6-cyl, 100 Hp outboards. 10 tooth gear.",also crosses with: Sierra: 18-5602 API Marine: MOT3003N ARCO: 5374 Mallory: 9-15024 MES: S2032M,UPC: 840080437330,,https://www.engineeredmarineproducts.com/product/50-26016/
50-26015,https://www.engineeredmarineproducts.com/wp-content/uploads/50-26015.jpg,,"Electrical, Mercury Mariner, Starters, Electrical, New",Starter,OEM : Mercury Replaces: Mercury 893892T | 660153 | 660151 | 66015T,"For 1998-2008 Mercury/Mariner 4-cyl, 100-125 Hp Hp outboards. 8 tooth gear.",also crosses with: Sierra: 18-5610 API Marine: MOT3004N ARCO: 5392 Mallory: 9-15027 MES: S2041M,UPC: 840080446721,,https://www.engineeredmarineproducts.com/product/50-26015/
50-26013,https://www.engineeredmarineproducts.com/wp-content/uploads/50-26013.jpg,,"Electrical, Mercury Mariner, Starters, Electrical, New",Starter,OEM : Mercury Replaces: Mercury 44369A1,"For 1976-96 Mercury/Mariner 3-cyl, 45-90 Hp outboards. 10 tooth gear.",also crosses with: Sierra: 18-5606 ARCO: 5388 Mallory: 9-15026,UPC: 840080431581,,https://www.engineeredmarineproducts.com/product/50-26013/
27-03302,https://www.engineeredmarineproducts.com/wp-content/uploads/27-03302.jpg,,"Gaskets, Engine Gaskets","GASKET , INTAKE", Replaces: Yamaha: 6G1-14198-A1,6 / 8 hp 2-Stroke 1984-09,UPC: 840080493640,,,https://www.engineeredmarineproducts.com/product/27-03302/
50-26014,https://www.engineeredmarineproducts.com/wp-content/uploads/50-26014.jpg,,"Electrical, Mercury Mariner, Starters, Electrical, New",Starter,OEM : Mercury Replaces: Mercury 55601A2,"For 1975-83 Mercury/Mariner 2-cyl, 35-40 Hp | 4-cyl, 50 Hp Hp outboards. 10 tooth gear.",also crosses with: Sierra: 18-5601 API Marine: MOT3001N ARCO: 5366 Mallory: 9-15001 MES: S2062M,UPC: 840080434360,,https://www.engineeredmarineproducts.com/product/50-26014/
27-03301,https://www.engineeredmarineproducts.com/wp-content/uploads/27-03301.jpg,,"Gaskets, Carburetor","GASKET, Manifold/Carburetor", Replaces: Yamaha: 69M-E3646-A0,2 / 2.5 HP 4-Stroke 2014 & Up,UPC: 840080493626,,,https://www.engineeredmarineproducts.com/product/27-03301/
50-84194,https://www.engineeredmarineproducts.com/wp-content/uploads/50-84194.jpg,,"Electrical, Mercury Mariner, Starters, Electrical, New",Starter,OEM : Mercury Replaces: Mercury 853329T | 892339T | 893892T | 853329T | 892339T | 893892T,For 2001 & later Mercury/Mariner outboards. 8 tooth gear.,also crosses with: Sierra: 18-6440 ARCO: 5400,UPC: 840080408095,,https://www.engineeredmarineproducts.com/product/50-84194/
