Name,Item#,Brand,Price ($),Details,Features,More Information,No of Reviews,Reviews
Chrome Grab Bars - 12,179 574549,Medline,41.210000,"AllegroMedical.com presents The Chrome Grab Bars. Knurled-texture steel bars are easy to grip even in wet bathing areas. Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. Combine grab bars with an elevated toilet seat or transfer bench for additional stability. ,Finish: Chrome,Mount Type: Wall,Weight Capacity: 250 Lb","Knurled-texture steel bars are easy to grip even in wet bathing areas. ,Use grab bars in the kitchen, along stairways, or in the laundry room for additional fall prevention. ,Combine grab bars with an elevated toilet seat or transfer bench for additional stability.","Brand Name,Medline,Manufacturer Number,MDS86032CHR, MDS86018CHR, MDS86024CHR, MDS86016CHR, MDS86012CHR",,Be the first to review this product
Wheelchair Shampoo Tray - Each,776 1124,Sammons Preston,$35.50,,,"Brand Name,Sammons Preston,Manufacturer Number,920336",,Be the first to review this product
Easy Shampoo Basin,179 0093,Ableware,$29.91,"The ,Easy Shampoo Basin, is simple and easy to use with an inflatable tray which comfortably supports and cushions the head, neck and shoulders during the shampooing process.,The unique 8"" (20 cm) high double-tube design prevents splashing and spilling.,A drain hose conveniently removes soap suds and water.,Made of heavy-duty vinyl. Measures 24"" (61 cm) wide x 20"" (51 cm) long.,Attractive retail P.O.P packaging","Compact,Convenient,Simple and easy to use","Brand Name,Ableware,Manufacturer Number,76432901",9,
Easy Shampoo Basin,179 0093,Ableware,$29.91,"The ,Easy Shampoo Basin, is simple and easy to use with an inflatable tray which comfortably supports and cushions the head, neck and shoulders during the shampooing process.,The unique 8"" (20 cm) high double-tube design prevents splashing and spilling.,A drain hose conveniently removes soap suds and water.,Made of heavy-duty vinyl. Measures 24"" (61 cm) wide x 20"" (51 cm) long.,Attractive retail P.O.P packaging","Compact,Convenient,Simple and easy to use","Brand Name,Ableware,Manufacturer Number,76432901",9,
Healthline 180 Aluminum Shower Commode Chair - Standard - 180 - WITHOUT Wheelchair Wheels,178 568371,EZee Life,462.390000,"AllegroMedical.com presents The 180 Aluminum Shower Commode Chair. EZee Life aluminum attendant shower and commode chair is a hybrid standard 18"" commode and a transport chair in one. The chair comes with four 5"" locking casters to provide safety when the user does not need to be moved. The seat cut-out provides comfort and allows the chair to be positioned over a standard toilet for use, but also comes with a bucket to be used anywhere it is required. The aluminum frame of the Shower Commode Chair is an attractive white color and is also resistant to rust which makes it ideal for the shower. Footrests come standard and include adjustable height and angle footplates. The Aluminum Shower Commode Chair is ideal for anyone who is looking for a shower chair and commode for their home.,Features,:,No Rust Aluminum,Removable insert cushion for showering or toileting,Four 5"" locking casters,Slide on pail which can be removed,Flip back arms,Maintenance free tires,Calf strap included,Tool-less adjustments,Easy Rolling, ,Specifications, ,180,180-24,Frame Material,-,Weight Capacity,- ,Rear Wheels,- ,Seat Width,- ,Seat Depth,- ,Foot Rest Hanger Angle,- ,Foot Rest Length,- ,Back Height,- ,Product Weight,- ,Arm Height,- ,Arm Length,- ,Arm Pad Length,- ,Tilt Range Posterior,- ,Tilt Range Anterior,- ,Rear Internal Width,- ,External Width,- ,External Lenth,- ,See note below*,- ,4 Seat to floor heights,1),(Top of the Seat to floor),2), ,3), ,4),4 Clearance height,1),(Bottom of Pail rail to floor),2), ,3), ,4),*With all parts extended (wheels highest height, anti-tip bars fully extended foot rests out), , ","Anti tippers,Height adjustable on all models,Removable snap on seat,No Rust Aluminum,Removable insert cushion for showering or toileting,Four 5"" locking casters,Slide on pail which can be removed,Flip back arms,Maintenance free tires,Calf strap included,Tool-less adjustments,Easy Rolling","Brand Name,EZee Life,Manufacturer Number,180, 180-24",2,
"Bath Safe Height Adj Shwr Chr W/ Arms, Blue",179 192743,Ableware,74.260000,"The ,Height Adjustable Shower Chair, assists in sitting or standing and makes personal hygiene easier while taking a shower.,May be purchased as Seat only, Seat w/Arms, Seat w/Back, or Seat w/Arms & Back,Back and arms are removable,Seat height adjustable legs (16-21"") with suction feet,Seat dimensions: Depth front to back 16 1/2""; Width 22"" at widest point,Back width: 15 1/2"",Dimensions between arms: 17 1/2"",Built-in hand held shower spray holder in seat,Supports up to 300lbs,Durable and rust proof","Back and arms are removable,Supports up to 300 lbs.,Strong, sturdy design prevents accidents","Brand Name,Ableware,Manufacturer Number,98223500",,Be the first to review this product
Drive Combo Padded Transfer Bench And Commode,179 0023,Drive,$183.79,"Utilize your bath in safety and style. The Drive ,Padded Transfer Bench with Commode, provides a safe and secure seating option when you need added help while bathing. There are two options, one bench constructed of recycled plastic, but no padding, and the other with padding. Both are very durable, but the padding one does offer slightly more comfort for longer sitting periods. Both come with a 7.5 quart commode bucket. For added safety, the product has extra large suction cups on the base to help the product remain in place in the shower without moving around. There is no exposed hardware that could rust or even cause a slight injury to the user of the bench. This product is also backed by Drive Medical's Limited Lifetime Warranty.
","Easy to assemble,Height adjustable,Lightweight and comfortable,Suction cup foot pieces secure the bench to the tub","Brand Name,Drive,Manufacturer Number,12005KDC-1",5,
"Chrm Plt Knurled Grab Bar, 3/Pack - 12",187 0029,Drive,57.770000,"Mounts vertically or horizontally. 1(1/2)"" distance from wall. 1"" mount diameter. Limited lifetime warranty.","Knurling around diameter provides a no-slip grip,Durable, chrome-plated steel is attractive,Several size options available,Easy to clean","Brand Name,Drive,Manufacturer Number,RTL12118",3,
Deluxe Handheld Shower Massager w/ Three Spray Options - Each,179 0111,Drive,$17.37,"Deluxe Handheld Shower Massager, comes with a tangle free, extra long 84"" hose. Can be used in handle mount as a traditional shower head. Adjustable massaging head with three spray options.","Extra-long 84"" chrome/mylar reinforced hose,Can be used as a hand held shower spray,Adjustable massaging head,Chrome shower arm mount","Brand Name,Drive,Manufacturer Number,RTL12045",3,
Healthline 180 Aluminum Shower Commode Chair - Standard - 180-24 - WITH 24,178 568371,EZee Life,704.600000,"AllegroMedical.com presents The 180 Aluminum Shower Commode Chair. EZee Life aluminum attendant shower and commode chair is a hybrid standard 18"" commode and a transport chair in one. The chair comes with four 5"" locking casters to provide safety when the user does not need to be moved. The seat cut-out provides comfort and allows the chair to be positioned over a standard toilet for use, but also comes with a bucket to be used anywhere it is required. The aluminum frame of the Shower Commode Chair is an attractive white color and is also resistant to rust which makes it ideal for the shower. Footrests come standard and include adjustable height and angle footplates. The Aluminum Shower Commode Chair is ideal for anyone who is looking for a shower chair and commode for their home.,Features,:,No Rust Aluminum,Removable insert cushion for showering or toileting,Four 5"" locking casters,Slide on pail which can be removed,Flip back arms,Maintenance free tires,Calf strap included,Tool-less adjustments,Easy Rolling, ,Specifications, ,180,180-24,Frame Material,-,Weight Capacity,- ,Rear Wheels,- ,Seat Width,- ,Seat Depth,- ,Foot Rest Hanger Angle,- ,Foot Rest Length,- ,Back Height,- ,Product Weight,- ,Arm Height,- ,Arm Length,- ,Arm Pad Length,- ,Tilt Range Posterior,- ,Tilt Range Anterior,- ,Rear Internal Width,- ,External Width,- ,External Lenth,- ,See note below*,- ,4 Seat to floor heights,1),(Top of the Seat to floor),2), ,3), ,4),4 Clearance height,1),(Bottom of Pail rail to floor),2), ,3), ,4),*With all parts extended (wheels highest height, anti-tip bars fully extended foot rests out), , ","Anti tippers,Height adjustable on all models,Removable snap on seat,No Rust Aluminum,Removable insert cushion for showering or toileting,Four 5"" locking casters,Slide on pail which can be removed,Flip back arms,Maintenance free tires,Calf strap included,Tool-less adjustments,Easy Rolling","Brand Name,EZee Life,Manufacturer Number,180, 180-24",2,
Healthline 180 Aluminum Shower Commode Chair - Standard - 180-24 - WITH 24,178 568371,EZee Life,704.600000,"AllegroMedical.com presents The 180 Aluminum Shower Commode Chair. EZee Life aluminum attendant shower and commode chair is a hybrid standard 18"" commode and a transport chair in one. The chair comes with four 5"" locking casters to provide safety when the user does not need to be moved. The seat cut-out provides comfort and allows the chair to be positioned over a standard toilet for use, but also comes with a bucket to be used anywhere it is required. The aluminum frame of the Shower Commode Chair is an attractive white color and is also resistant to rust which makes it ideal for the shower. Footrests come standard and include adjustable height and angle footplates. The Aluminum Shower Commode Chair is ideal for anyone who is looking for a shower chair and commode for their home.,Features,:,No Rust Aluminum,Removable insert cushion for showering or toileting,Four 5"" locking casters,Slide on pail which can be removed,Flip back arms,Maintenance free tires,Calf strap included,Tool-less adjustments,Easy Rolling, ,Specifications, ,180,180-24,Frame Material,-,Weight Capacity,- ,Rear Wheels,- ,Seat Width,- ,Seat Depth,- ,Foot Rest Hanger Angle,- ,Foot Rest Length,- ,Back Height,- ,Product Weight,- ,Arm Height,- ,Arm Length,- ,Arm Pad Length,- ,Tilt Range Posterior,- ,Tilt Range Anterior,- ,Rear Internal Width,- ,External Width,- ,External Lenth,- ,See note below*,- ,4 Seat to floor heights,1),(Top of the Seat to floor),2), ,3), ,4),4 Clearance height,1),(Bottom of Pail rail to floor),2), ,3), ,4),*With all parts extended (wheels highest height, anti-tip bars fully extended foot rests out), , ","Anti tippers,Height adjustable on all models,Removable snap on seat,No Rust Aluminum,Removable insert cushion for showering or toileting,Four 5"" locking casters,Slide on pail which can be removed,Flip back arms,Maintenance free tires,Calf strap included,Tool-less adjustments,Easy Rolling","Brand Name,EZee Life,Manufacturer Number,180, 180-24",2,
"Bath Safe Height Adj Shwr Chr W/ Arms, White",179 192743,Ableware,78.270000,"The ,Height Adjustable Shower Chair, assists in sitting or standing and makes personal hygiene easier while taking a shower.,May be purchased as Seat only, Seat w/Arms, Seat w/Back, or Seat w/Arms & Back,Back and arms are removable,Seat height adjustable legs (16-21"") with suction feet,Seat dimensions: Depth front to back 16 1/2""; Width 22"" at widest point,Back width: 15 1/2"",Dimensions between arms: 17 1/2"",Built-in hand held shower spray holder in seat,Supports up to 300lbs,Durable and rust proof","Back and arms are removable,Supports up to 300 lbs.,Strong, sturdy design prevents accidents","Brand Name,Ableware,Manufacturer Number,98223500",,Be the first to review this product
Bath Safe Height Adjustable Shower Chair-Seat Only,179 192743,Ableware,48.360000,"The ,Height Adjustable Shower Chair, assists in sitting or standing and makes personal hygiene easier while taking a shower.,May be purchased as Seat only, Seat w/Arms, Seat w/Back, or Seat w/Arms & Back,Back and arms are removable,Seat height adjustable legs (16-21"") with suction feet,Seat dimensions: Depth front to back 16 1/2""; Width 22"" at widest point,Back width: 15 1/2"",Dimensions between arms: 17 1/2"",Built-in hand held shower spray holder in seat,Supports up to 300lbs,Durable and rust proof","Back and arms are removable,Supports up to 300 lbs.,Strong, sturdy design prevents accidents","Brand Name,Ableware,Manufacturer Number,98223500",,Be the first to review this product
